   8.1472369e-01   7.7491046e-01   4.8860897e-01
   9.0579194e-01   8.1730322e-01   5.7852506e-01
   1.2698682e-01   8.6869471e-01   2.3728358e-01
   9.1337586e-01   8.4435846e-02   4.5884883e-01
   6.3235925e-01   3.9978265e-01   9.6308854e-01
   9.7540405e-02   2.5987040e-01   5.4680572e-01
   2.7849822e-01   8.0006848e-01   5.2113583e-01
   5.4688152e-01   4.3141383e-01   2.3159439e-01
   9.5750684e-01   9.1064759e-01   4.8889774e-01
   9.6488854e-01   1.8184703e-01   6.2406009e-01
   1.5761308e-01   2.6380292e-01   6.7913554e-01
   9.7059278e-01   1.4553898e-01   3.9551522e-01
   9.5716695e-01   1.3606856e-01   3.6743665e-01
   4.8537565e-01   8.6929221e-01   9.8798200e-01
   8.0028047e-01   5.7970459e-01   3.7738866e-02
   1.4188634e-01   5.4986020e-01   8.8516801e-01
   4.2176128e-01   1.4495480e-01   9.1328683e-01
   9.1573553e-01   8.5303112e-01   7.9618387e-01
   7.9220733e-01   6.2205513e-01   9.8712279e-02
   9.5949243e-01   3.5095238e-01   2.6187118e-01
   6.5574070e-01   5.1324954e-01   3.3535684e-01
   3.5711679e-02   4.0180803e-01   6.7972795e-01
   8.4912931e-01   7.5966692e-02   1.3655314e-01
   9.3399325e-01   2.3991615e-01   7.2122750e-01
   6.7873515e-01   1.2331893e-01   1.0676186e-01
   7.5774013e-01   1.8390779e-01   6.5375735e-01
   7.4313247e-01   2.3995253e-01   4.9417394e-01
   3.9222702e-01   4.1726707e-01   7.7905172e-01
   6.5547789e-01   4.9654430e-02   7.1503708e-01
   1.7118669e-01   9.0271611e-01   9.0372056e-01
   7.0604609e-01   9.4478719e-01   8.9092250e-01
   3.1832846e-02   4.9086409e-01   3.3416305e-01
   2.7692298e-01   4.8925264e-01   6.9874583e-01
   4.6171391e-02   3.3771941e-01   1.9780983e-01
   9.7131781e-02   9.0005385e-01   3.0540946e-02
   8.2345783e-01   3.6924678e-01   7.4407426e-01
   6.9482862e-01   1.1120276e-01   5.0002244e-01
   3.1709948e-01   7.8025207e-01   4.7992214e-01
   9.5022205e-01   3.8973884e-01   9.0472224e-01
   3.4446081e-02   2.4169129e-01   6.0986665e-01
   4.3874436e-01   4.0391215e-01   6.1766639e-01
   3.8155846e-01   9.6454525e-02   8.5944231e-01
   7.6551679e-01   1.3197329e-01   8.0548942e-01
   7.9519990e-01   9.4205059e-01   5.7672152e-01
   1.8687260e-01   9.5613454e-01   1.8292247e-01
   4.8976440e-01   5.7520860e-01   2.3993201e-01
   4.4558620e-01   5.9779543e-02   8.8651193e-01
   6.4631301e-01   2.3477991e-01   2.8674152e-02
   7.0936483e-01   3.5315857e-01   4.8990139e-01
   7.5468668e-01   8.2119404e-01   1.6792715e-01
   2.7602508e-01   1.5403438e-02   9.7868065e-01
   6.7970268e-01   4.3023802e-02   7.1269447e-01
   6.5509800e-01   1.6899003e-01   5.0047162e-01
   1.6261174e-01   6.4911547e-01   4.7108837e-01
   1.1899768e-01   7.3172239e-01   5.9618868e-02
   4.9836405e-01   6.4774596e-01   6.8197190e-01
   9.5974396e-01   4.5092371e-01   4.2431138e-02
   3.4038573e-01   5.4700889e-01   7.1445465e-02
   5.8526775e-01   2.9632081e-01   5.2164984e-01
   2.2381194e-01   7.4469281e-01   9.6730026e-02
   7.5126706e-01   1.8895502e-01   8.1814855e-01
   2.5509512e-01   6.8677543e-01   8.1754709e-01
   5.0595705e-01   1.8351116e-01   7.2243959e-01
   6.9907672e-01   3.6848460e-01   1.4986544e-01
   8.9090325e-01   6.2561856e-01   6.5960525e-01
   9.5929143e-01   7.8022744e-01   5.1859494e-01
   5.4721553e-01   8.1125769e-02   9.7297455e-01
   1.3862444e-01   9.2938597e-01   6.4899149e-01
   1.4929401e-01   7.7571268e-01   8.0033058e-01
   2.5750825e-01   4.8679163e-01   4.5379771e-01
   8.4071726e-01   4.3585859e-01   4.3239150e-01
   2.5428218e-01   4.4678375e-01   8.2531380e-01
   8.1428483e-01   3.0634947e-01   8.3469815e-02
   2.4352497e-01   5.0850866e-01   1.3317101e-01
   9.2926362e-01   5.1077156e-01   1.7338861e-01
   3.4998377e-01   8.1762771e-01   3.9093780e-01
   1.9659525e-01   7.9483142e-01   8.3137974e-01
   2.5108386e-01   6.4431813e-01   8.0336439e-01
   6.1604468e-01   3.7860938e-01   6.0471179e-02
   4.7328885e-01   8.1158046e-01   3.9925777e-01
   3.5165951e-01   5.3282559e-01   5.2687583e-01
   8.3082863e-01   3.5072710e-01   4.1679947e-01
   5.8526409e-01   9.3900156e-01   6.5685989e-01
   5.4972361e-01   8.7594281e-01   6.2797336e-01
   9.1719366e-01   5.5015634e-01   2.9198408e-01
   2.8583902e-01   6.2247509e-01   4.3165117e-01
   7.5720023e-01   5.8704470e-01   1.5487126e-02
   7.5372909e-01   2.0774229e-01   9.8406372e-01
   3.8044585e-01   3.0124633e-01   1.6716841e-01
   5.6782164e-01   4.7092335e-01   1.0621634e-01
   7.5854290e-02   2.3048816e-01   3.7240974e-01
   5.3950119e-02   8.4430879e-01   1.9811840e-01
   5.3079755e-01   1.9476429e-01   4.8968764e-01
   7.7916723e-01   2.2592178e-01   3.3949341e-01
   9.3401068e-01   1.7070805e-01   9.5163046e-01
